"dt_mes","id_cuenta_contable","id_entidad_contable","id_epigrafe_phc"
"20260331","15626153","3081","10201"
"20260331","15626154","3081","10201"
"20260331","15626155","3081","10201"
"20260331","15626156","3081","10201"
"20260331","15626455","3081","10201"
"20260331","15626553","3081","10201"
"20260331","15626555","3081","10201"
"20260331","15626556","3081","10201"
"20260331","15628153","3081","10201"
"20260331","15628154","3081","10201"
"20260331","15628155","3081","10201"
"20260331","15628156","3081","10201"
"20260331","15628455","3081","10201"
"20260331","15628553","3081","10201"
"20260331","15628555","3081","10201"
"20260331","15628556","3081","10201"
"20260331","15630153","3081","10201"
"20260331","15630155","3081","10201"
"20260331","15630156","3081","10201"
"20260331","15632153","3081","10201"
"20260331","15632155","3081","10201"
"20260331","15650153","3081","10202"
"20260331","15650154","3081","10202"
"20260331","15650155","3081","10202"
"20260331","15650156","3081","10202"
"20260331","15650255","3081","10202"
"20260331","15650256","3081","10202"
"20260331","15650355","3081","10202"
"20260331","15650455","3081","10202"
"20260331","15650543","3081","10202"
"20260331","15650553","3081","10202"
"20260331","15650554","3081","10202"
"20260331","15650555","3081","10202"
"20260331","15650556","3081","10202"
"20260331","15650755","3081","10202"
"20260331","15650855","3081","10202"
"20260331","15650856","3081","10202"
"20260331","15651153","3081","10202"
"20260331","15651154","3081","10202"
"20260331","15651155","3081","10202"
"20260331","15651156","3081","10202"
"20260331","15651255","3081","10202"
"20260331","15651455","3081","10202"
"20260331","15651553","3081","10202"
"20260331","15651555","3081","10202"
"20260331","15651556","3081","10202"
"20260331","15652153","3081","10202"
"20260331","15652154","3081","10202"
"20260331","15652155","3081","10202"
"20260331","15652156","3081","10202"
"20260331","15652455","3081","10202"
"20260331","15652553","3081","10202"
"20260331","15652555","3081","10202"
"20260331","15652556","3081","10202"
"20260331","15653153","3081","210"
"20260331","15653154","3081","210"
"20260331","15653155","3081","210"
"20260331","15653156","3081","210"
"20260331","15653553","3081","210"
"20260331","15653554","3081","210"
"20260331","15653555","3081","210"
"20260331","15653556","3081","210"
"20260331","15654153","3081","210"
"20260331","15654155","3081","210"
"20260331","15654553","3081","210"
"20260331","15654555","3081","210"
"20260331","15655153","3081","210"
"20260331","15663000","3081","10202"
"20260331","15664000","3081","10202"
"20260331","15666000","3081","10202"
"20260331","15668000","3081","10202"
"20260331","15669000","3081","10202"
"20260331","15800601","3081","10201"
"20260331","15900501","3081","10401"
"20260331","15900502","3081","10401"
"20260331","15900503","3081","10401"
"20260331","15900504","3081","10401"
"20260331","15900505","3081","10401"
"20260331","15900512","3081","10401"
"20260331","15900515","3081","10401"
"20260331","15900521","3081","10401"
"20260331","15900546","3081","10401"
"20260331","15900553","3081","10401"
"20260331","15900608","3081","10401"
"20260331","15900609","3081","10401"
"20260331","15900615","3081","10401"
"20260331","15900646","3081","10401"
"20260331","15900653","3081","10401"
"20260331","15900802","3081","10401"
"20260331","15900855","3081","10401"
"20260331","15900860","3081","10401"
"20260331","15908504","3081","299"
"20260331","17601155","3081","10201"
"20260331","17602155","3081","11499"
"20260331","19101000","3081","11499"
"20260331","19103000","3081","10301"
"20260331","19105000","3081","10301"
"20260331","19201000","3081","10301"
"20260331","19300000","3081","10301"
"20260331","19301153","3081","10201"
"20260331","19301155","3081","10201"
"20260331","19301156","3081","10201"
"20260331","19301553","3081","10201"
"20260331","19302556","3081","10201"
"20260331","19303000","3081","10201"
"20260331","19304000","3081","10301"
"20260331","19307153","3081","10201"
"20260331","19307155","3081","10201"
"20260331","19307156","3081","10201"
"20260331","19307553","3081","10201"
"20260331","19308556","3081","10201"
"20260331","19309000","3081","10301"
"20260331","19402000","3081","10201"
"20260331","19404000","3081","10201"
"20260331","19405000","3081","10201"
"20260331","19406000","3081","10201"
"20260331","19408000","3081","299"
"20260331","19410000","3081","11499"
"20260331","19411000","3081","299"
"20260331","19417000","3081","10201"
"20260331","19503000","3081","10301"
"20260331","19901153","3081","10201"
"20260331","19901154","3081","10201"
"20260331","19901155","3081","10201"
"20260331","19901156","3081","10201"
"20260331","19901553","3081","10201"
"20260331","19901554","3081","10201"
"20260331","19901555","3081","10201"
"20260331","19901556","3081","10201"
"20260331","19901655","3081","10201"
"20260331","19901755","3081","10201"
"20260331","19901855","3081","10201"
"20260331","19902153","3081","10201"
"20260331","19902155","3081","10201"
"20260331","19902156","3081","10201"
"20260331","19902255","3081","10201"
"20260331","19902553","3081","10201"
"20260331","19902554","3081","10201"
"20260331","19902555","3081","10201"
"20260331","19902556","3081","10201"
"20260331","19902855","3081","10201"
"20260331","19903115","3081","10201"
"20260331","19903153","3081","10201"
"20260331","19903154","3081","10201"
"20260331","19903155","3081","10201"
"20260331","19903156","3081","10201"
"20260331","19903515","3081","10201"
"20260331","19903553","3081","10201"
"20260331","19903554","3081","10201"
"20260331","19903555","3081","10201"
"20260331","19903556","3081","10201"
"20260331","19903855","3081","10201"
"20260331","19904153","3081","10201"
"20260331","19904155","3081","10201"
"20260331","19904156","3081","10201"
"20260331","19904553","3081","10201"
"20260331","19904554","3081","10201"
"20260331","19904555","3081","10201"
"20260331","19904556","3081","10201"
"20260331","19904655","3081","10201"
"20260331","19904755","3081","10201"
"20260331","19904855","3081","10201"
"20260331","19904856","3081","10201"
"20260331","19905599","3081","10301"
"20260331","19907599","3081","10301"
"20260331","19908000","3081","10301"
"20260331","19909156","3081","10301"
"20260331","19911115","3081","10301"
"20260331","19911153","3081","10301"
"20260331","19911154","3081","10301"
"20260331","19911155","3081","10301"
"20260331","19911156","3081","10301"
"20260331","19911515","3081","10301"
"20260331","19911553","3081","10301"
"20260331","19911554","3081","10301"
"20260331","19911555","3081","10301"
"20260331","19911556","3081","10301"
"20260331","19912153","3081","10301"
"20260331","19912155","3081","10301"
